kind	class	method	param	index	path	tool
PARAMETER	org.jgraph.graph.DefaultEdge$LoopRouting	route(org.jgraph.graph.GraphLayoutCache,org.jgraph.graph.EdgeView)	cache	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/DefaultEdge.java	!nullgtn
FIELD	shyview.PicViewGUI	nan	mnuTimerPing	nan	url30d916877f_shylux_shyview_tgz-pJ8-org_json_TestJ8/src/shyview/PicViewGUI.java	!nullgtn
PARAMETER	mythrift.Endpoint	equals(mythrift.Endpoint)	that	0	url93da129d40_marioskogias_blkin_hadoop_tgz-pJ8-mythrift_MyZipkinThriftJ8/src/mythrift/Endpoint.java	!nullgtn
PARAMETER	main.implementations.OrderBuilderImpl	setQualifiers(java.lang.String)	qualifiers	0	url708d477f92_zSakare_SENG3011_tgz-pJ8-test_runner_TestRunnerJ8/src/main/implementations/OrderBuilderImpl.java	!nullgtn
PARAMETER	tivoo.output.VerticalViewHTMLBuilder	constructVerticalDayDiv(java.lang.String,java.util.List)	eventsOnThisDay	1	url4e79c36700_JacenLakiir_Tivoo_tgz-pJ8-MainJ8/src/tivoo/output/VerticalViewHTMLBuilder.java	!nullgtn
FIELD	org.nerv.rpgclient.Skill	nan	statusEffect	nan	url2e4fca7217_mark_lacdao_RPGClient_tgz-pJ8-org_nerv_rpgclient_MainJ8/src/org/nerv/rpgclient/Skill.java	!nullgtn
PARAMETER	javax.el.CompositeELResolver	getType(javax.el.ELContext,java.lang.Object,java.lang.Object)	base	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/CompositeELResolver.java	!nullgtn
PARAMETER	com.mxgraph.io.mxObjectCodec	isReference(java.lang.Object,java.lang.String,java.lang.Object,boolean)	value	2	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/io/mxObjectCodec.java	!annotator
FIELD	hw4.Solution	nan	assignment	nan	url7f15a160d2_timofei7_old_ai_assignments_tgz-pJ8-org_json_TestJ8/src/hw4/Solution.java	!nullgtn
METHOD	domain.singleagent.sokoban2.Sokoban2Domain	roomContainingPoint(burlap.oomdp.core.State,int,int)	nan	nan	url888b6fd9b4_jmacglashan_commandsToTasks_tgz-pJ8-commands_tests_Model3TestsJ8/src/domain/singleagent/sokoban2/Sokoban2Domain.java	!nullgtn
PARAMETER	ch.thn.util.tree.core.AbstractGenericKeySetTreeNode	AbstractGenericKeySetTreeNode(java.util.Comparator,java.util.Comparator,K,V)	valueComparator	1	urld2fb1d2b05_thnaeff_Util_tgz-pJ8-ch_thn_util_tests_TreeTestJ8/src/ch/thn/util/tree/core/AbstractGenericKeySetTreeNode.java	!nullgtn
METHOD	net.suetholz.pos.customer.PreferredCustomer	getDiscount()	nan	nan	url0c7746c72b_wsuetholz_DiscountStrategy_tgz-pJ8-net_suetholz_pos_MainJ8/src/net/suetholz/pos/customer/PreferredCustomer.java	!nullgtn
PARAMETER	util.swing.SwingUtil	errorMessageBox(java.awt.Component,java.lang.String)	message	1	urlaeeaf948fe_smcpeak_ded_tgz-pJ8-ded_model_SerializationTestsJ8/src/util/swing/SwingUtil.java	!nullgtn
METHOD	org.msgpack.template.builder.beans.Statement	getPrimitiveWrapper(java.lang.Class)	nan	nan	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/template/builder/beans/Statement.java	!nullgtn
FIELD	org.dclayer.net.Data	nan	data	nan	url80e7c3d65d_sblit_dcl_tgz-pJ8-org_dclayer_DCLJ8/src/org/dclayer/net/Data.java	!annotator
PARAMETER	org.ands.rifcs.base.RelatedObject	addRelation(java.lang.String,java.lang.String,java.lang.String,java.lang.String)	description	2	url39209c0557_au_research_ANDS_RIFCS_API_tgz-pJ8-org_ands_rifcs_example_SampleRIFCSBuildCollectionV1Dot6Number1J8/src/org/ands/rifcs/base/RelatedObject.java	!nullgtn
FIELD	com.usps.data.Detail	nan	dcDunsPkgidDzip	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/data/Detail.java	!nullgtn
METHOD	Game_World.GameWorld	getEngine()	nan	nan	urlb44e9843ba_QuasimodoNZ_SWEN222_Game_Project_tgz-pJ8-Game_World_GameWorldLevelBuilderJ8/src/Game_World/GameWorld.java	!nullgtn
METHOD	es.dagaren.gladiator.communication.xboard.EngineController	getReceiver()	nan	nan	url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/communication/xboard/EngineController.java	!nullgtn
PARAMETER	org.msgpack.template.builder.beans.BeanDescriptor	BeanDescriptor(java.lang.Class,java.lang.Class)	customizerClass	1	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/template/builder/beans/BeanDescriptor.java	!nullgtn
FIELD	com.sjl.health.internal.DynamicProxyingHealthService	nan	clock	nan	urlb7d18764c0_steveliles_health_tgz-pJ8-com_sjl_health_SampleConfigurationJ8/src/com/sjl/health/internal/DynamicProxyingHealthService.java	!nullgtn
PARAMETER	cz.mff.dpp.args.ReflectUtils	getValueType(java.lang.reflect.AccessibleObject)	accessible	0	url8752fbdeb0_sixtam_args_tgz-pJ8-cz_mff_dpp_args_examples_ConstraintTestJ8/src/cz/mff/dpp/args/ReflectUtils.java	!nullgtn
METHOD	com.usps.evs.vo.ManifestHeaderRawLineVo	getFilteredField()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeaderRawLineVo.java	!nullgtn
PARAMETER	de.odysseus.el.tree.impl.ast.AstBinary$12	eval(de.odysseus.el.tree.Bindings,javax.el.ELContext,de.odysseus.el.tree.impl.ast.AstNode,de.odysseus.el.tree.impl.ast.AstNode)	context	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/ast/AstBinary.java	!nullgtn
METHOD	com.sdicons.scripty.parser.Eval2$StackFrame	getHandler()	nan	nan	url71665d7d68_branscha_lib_scripty_tgz-pJ8-com_sdicons_scripty_ScriptyAutoReplJ8/src/com/sdicons/scripty/parser/Eval2.java	!nullgtn
PARAMETER	vsdk.toolkit.common.linealAlgebra.Matrix4x4	multiply(vsdk.toolkit.common.linealAlgebra.Matrix4x4)	second	0	url4aac7e6f55_simon0191_tetris3d_tgz-pJ8-Tetris3dJ8/src/vsdk/toolkit/common/linealAlgebra/Matrix4x4.java	!nullgtn
METHOD	org.maltparser.core.syntaxgraph.node.NonTerminalNode	getLeftChild()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/node/NonTerminalNode.java	!nullgtn
METHOD	scribe.thrift.LogEntry	fieldForId(int)	nan	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/scribe/thrift/LogEntry.java	!nullgtn
FIELD	org.msgpack.template.builder.beans.XMLDecoder	nan	owner	nan	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/template/builder/beans/XMLDecoder.java	!nullgtn
METHOD	es.dagaren.gladiator.representation.Position	getPieceColour(es.dagaren.gladiator.representation.Square)	nan	nan	url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Position.java	!nullgtn
PARAMETER	hw5.Node	updateMax(java.lang.String,hw5.Node,java.lang.Double)	s	0	url7f15a160d2_timofei7_old_ai_assignments_tgz-pJ8-org_json_TestJ8/src/hw5/Node.java	!nullgtn
METHOD	org.dclayer.net.a2s.rev35.message.RevisionMessage	getChildren()	nan	nan	url80e7c3d65d_sblit_dcl_tgz-pJ8-org_dclayer_DCLJ8/src/org/dclayer/net/a2s/rev35/message/RevisionMessage.java	!nullgtn
PARAMETER	org.patchca.text.renderer.TextRenderer	draw(java.lang.String,java.awt.image.BufferedImage,org.patchca.font.FontFactory,org.patchca.color.ColorFactory)	fontFactory	2	url4913e7683c_pusuo_patchca_tgz-pJ8-org_patchca_demo_PatchcaFilterDemoPNGJ8/src/org/patchca/text/renderer/TextRenderer.java	!nullgtn
FIELD	com.swemel.sevenzip.compression.lzma.Encoder$LiteralEncoder	nan	m_Coders	nan	url748e34f967_Diab1o_java_7z_archiver_tgz-pJ8-com_swemel_sevenzip_TestJ8/src/com/swemel/sevenzip/compression/lzma/Encoder.java	!annotator
METHOD	rooms.Room	getWest()	nan	nan	url6da19b5a7a_krakrak_Adventure_Game_tgz-pJ8-adventure_MainJ8/src/rooms/Room.java	!nullgtn
FIELD	org.jgraph.graph.EdgeView	nan	labelPosition	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/EdgeView.java	!annotator
METHOD	org.agetac.common.api.InterventionApi	putCible(org.agetac.common.model.impl.Cible)	nan	nan	url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/src/org/agetac/common/api/InterventionApi.java	!nullgtn
METHOD	com.mpos.lottery.te.thirdpartyservice.amqp.TeTransactionMessage$Version$Builder	getDescriptorForType()	nan	nan	url2bc31e3489_ramonli_RabbitMQResearch_tgz-pJ8-com_mpos_lottery_te_thirdpartyservice_amqp_protobuf_CancellationMessagePulisherJ8/src/com/mpos/lottery/te/thirdpartyservice/amqp/TeTransactionMessage.java	!nullgtn
FIELD	test.extendsuper.SonBean	nan	son2	nan	url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8/src/test/extendsuper/SonBean.java	!nullgtn
PARAMETER	erilex.Grammar	parse(java.lang.String,erilex.data.CharStream)	startSymbol	0	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/Grammar.java	!nullgtn
FIELD	com.usps.evs.vo.ManifestHeaderRawLineVoV20	nan	month	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeaderRawLineVoV20.java	!nullgtn
PARAMETER	benchmarks.benchmarks.regexdna.RegExDNA$1	f(java.lang.Void)	x	0	url70ed135da7_ralfbiedert_jcores_tgz-pJ8-sandbox_SimpleFilterTestJ8/src/benchmarks/benchmarks/regexdna/RegExDNA.java	!annotator
PARAMETER	org.json.JSONWriter	push(org.json.JSONObject)	jo	0	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/org/json/JSONWriter.java	!nullgtn
PARAMETER	de.odysseus.el.tree.impl.Parser	createAstUnary(de.odysseus.el.tree.impl.ast.AstNode,de.odysseus.el.tree.impl.ast.AstUnary.Operator)	child	0	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/Parser.java	!nullgtn
FIELD	scribe.thrift.scribe$Log_result	nan	success	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/scribe/thrift/scribe.java	!nullgtn
METHOD	org.msgpack.template.MessagePackableTemplate	read(org.msgpack.unpacker.Unpacker,org.msgpack.MessagePackable,boolean)	nan	nan	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/template/MessagePackableTemplate.java	!nullgtn
METHOD	modes.TBGameMode	getFont()	nan	nan	url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/src/modes/TBGameMode.java	!nullgtn
FIELD	v.QuoteStream	nan	_terms	nan	url82787aa7a4_vrthra_v_language_tgz-pJ8-v_VJ8/src/v/QuoteStream.java	!annotator
FIELD	bbms.GlobalFuncs	nan	curCOA	nan	url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/bbms/GlobalFuncs.java	!annotator
METHOD	org.json.JSONException	getCause()	nan	nan	url30d916877f_shylux_shyview_tgz-pJ8-org_json_TestJ8/src/org/json/JSONException.java	!nullgtn
PARAMETER	xscript.compiler.XCodeGen	addInstruction(xscript.compiler.tree.XTree,java.lang.String[],int,int,int)	kws	1	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/compiler/XCodeGen.java	!nullgtn
PARAMETER	com.sinopec.group.Group	startThreadAsClient(java.lang.String,int,int,java.lang.String,com.sinopec.bean.AdjacentGroup)	localhostIP	3	urld558a3d988_gao715108023_resourceMonitor_tgz-pJ8-com_sinopec_agent_AgentJ8/src/com/sinopec/group/Group.java	!nullgtn
PARAMETER	org.sgbd.Mysgbd.data.MTuple	setAtt(java.lang.String,java.lang.Object)	name	0	url7a69e77641_benmouh_MySgbd_tgz-pJ8-Demo_CheckRowNumJ8/src/org/sgbd/Mysgbd/data/MTuple.java	!nullgtn
FIELD	edu.luc.nmerge.mvd.MVD	nan	parents	nan	url294e6c45f3_Ecdosis_NMergeNew_tgz-pJ8-TestJ8/src/edu/luc/nmerge/mvd/MVD.java	!nullgtn
METHOD	com.usps.evs.vo.PaymentExtractDetailVO	getZone()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/PaymentExtractDetailVO.java	!nullgtn
FIELD	org.jczh.appliedxml.MapTypeAdapterFactory	nan	container	nan	url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8/src/org/jczh/appliedxml/MapTypeAdapterFactory.java	!nullgtn
METHOD	com.facebook.fb303.FacebookService$getCounter_args$_Fields	findByThriftId(int)	nan	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/com/facebook/fb303/FacebookService.java	!nullgtn
METHOD	org.jgraph.graph.GraphLayoutCache	getContext(org.jgraph.event.GraphModelEvent.GraphModelChange)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/GraphLayoutCache.java	!nullgtn
METHOD	com.usps.evs.vo.ManifestDetail	getDestinationFacilityType()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestDetail.java	!nullgtn
PARAMETER	com.mxgraph.io.mxObjectCodec	decodeNode(com.mxgraph.io.mxCodec,org.w3c.dom.Node,java.lang.Object)	node	1	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/io/mxObjectCodec.java	!nullgtn
METHOD	laazotea.indi.driver.INDIDriver	processOneXXX(laazotea.indi.driver.INDIProperty,org.w3c.dom.Element)	nan	nan	urld0f681c558_farom57_AstroidDriver_tgz-pJ8-laazotea_indi_server_examples_MinimumINDIServerJ8/src/laazotea/indi/driver/INDIDriver.java	!nullgtn
PARAMETER	ar.fiuba.tecnicas.framework.JTest.TestCase	tearingDown(java.lang.Throwable)	exception	0	url633772aa30_isma3l_Tp2_tgz-pJ8-ar_fiuba_tecnicas_framework_Pruebas_Casos1_MainJ8/src/ar/fiuba/tecnicas/framework/JTest/TestCase.java	!nullgtn
METHOD	mythrift.Endpoint	getFieldValue(mythrift.Endpoint._Fields)	nan	nan	url93da129d40_marioskogias_blkin_hadoop_tgz-pJ8-mythrift_MyZipkinThriftJ8/src/mythrift/Endpoint.java	!nullgtn
PARAMETER	javax.el.BeanELResolver	isReadOnly(javax.el.ELContext,java.lang.Object,java.lang.Object)	base	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/BeanELResolver.java	!nullgtn
PARAMETER	com.moblima.businesslogic.MovieBL	updateMovie(int,java.lang.String,com.moblima.model.MovieRating,com.moblima.model.MovieType,java.lang.Boolean,com.moblima.model.MovieStatus,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	type	3	urlaf656038a0_Salihan04_MOBLIMA_tgz-pJ8-com_moblima_util_dataTestJ8/src/com/moblima/businesslogic/MovieBL.java	!nullgtn
PARAMETER	net.oauth.client.URLConnectionResponse	URLConnectionResponse(net.oauth.http.HttpMessage,java.lang.String,byte[],java.net.URLConnection)	requestExcerpt	2	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/net/oauth/client/URLConnectionResponse.java	!nullgtn
PARAMETER	zmq.IOObject	rm_fd(java.nio.channels.SelectableChannel)	handle	0	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/zmq/IOObject.java	!nullgtn
METHOD	es.uc3m.eda.tree.BSTree	remove(K,es.uc3m.eda.tree.BSTNode)	nan	nan	url3ed4973106_kosmasK_RecordPlayer_tgz-pJ8-es_uc3m_recordplayer_test_TestJ8/src/es/uc3m/eda/tree/BSTree.java	!nullgtn
PARAMETER	org.maltparser.core.syntaxgraph.feature.DGraphAddressFunction	equals(java.lang.Object)	obj	0	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/feature/DGraphAddressFunction.java	!nullgtn
PARAMETER	jneat.Link	Link(jneat.Trait,double,jneat.NNode,jneat.NNode,boolean)	inode	2	url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/jneat/Link.java	!nullgtn
PARAMETER	de.odysseus.el.util.SimpleContext$Variables	resolveVariable(java.lang.String)	variable	0	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/util/SimpleContext.java	!nullgtn
PARAMETER	c.CodeContext	CodeContext(c.TypeDef,c.MethodDef)	method	1	urlc8dbc7ce6e_dlubarov_guava_tgz-pJ8-MainJ8/src/c/CodeContext.java	!nullgtn
FIELD	com.mpos.lottery.te.thirdpartyservice.amqp.MessageContext	nan	channel	nan	url2bc31e3489_ramonli_RabbitMQResearch_tgz-pJ8-com_mpos_lottery_te_thirdpartyservice_amqp_protobuf_CancellationMessagePulisherJ8/src/com/mpos/lottery/te/thirdpartyservice/amqp/MessageContext.java	!nullgtn
METHOD	monitor.VisitSkel$DadosVisitor	visit(monitor.Absyn.EDados,A)	nan	nan	url75694980d5_fabioalmeid_tp01ftc_tgz-pJ8-agentes_jade_Centralizador_ExemploParserGramaticaCentralizadorJ8/src/monitor/VisitSkel.java	!wpi
PARAMETER	net.hetimatan.tool.SimpleHttpServer	createResponse(net.hetimatan.net.http.HttpServerFront,net.hetimatan.util.event.net.io.KyoroSocket,net.hetimatan.util.http.HttpRequest)	socket	1	url0e7d57473a_kyorohiro_HetimaUtil_tgz-pJ8-net_hetimatan_net_http_HttpServer3xxJ8/src/net/hetimatan/tool/SimpleHttpServer.java	!nullgtn
METHOD	ori.mas.influences.ChangeBodyPropertyInfluence	operator()	nan	nan	urleb43757003_Origraena_mas_platform_tgz-pJ8-ori_MainJ8/src/ori/mas/influences/ChangeBodyPropertyInfluence.java	!annotator
PARAMETER	javax.el.ArrayELResolver	toIndex(java.lang.Object,java.lang.Object)	property	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/ArrayELResolver.java	!nullgtn
PARAMETER	uy.edu.fing.mina.fsa.tf.TfString	add(uy.edu.fing.mina.fsa.tf.TfI)	tf	0	url47fcfc0133_baliosian_tau_fst_tgz-pJ8-uy_edu_fing_mina_fsa_test_old_TestComposition1J8/src/uy/edu/fing/mina/fsa/tf/TfString.java	!nullgtn
FIELD	com.alibaba.Train	nan	net	nan	url696d9a93c9_liaosiwei_bayesnetwork_tgz-pJ8-tutorial_TutorialJ8/src/com/alibaba/Train.java	!nullgtn
METHOD	com.facebook.fb303.FacebookService$aliveSince_args	fieldForId(int)	nan	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/com/facebook/fb303/FacebookService.java	!nullgtn
FIELD	darwin.fitness.FitnessJobOutput	nan	result	nan	url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/fitness/FitnessJobOutput.java	!nullgtn
PARAMETER	com.mxgraph.model.mxCell	setGeometry(com.mxgraph.model.mxGeometry)	geometry	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/model/mxCell.java	!nullgtn
PARAMETER	Client_Server.AGClient	sendChat(java.lang.String,java.lang.String)	name	0	urlb44e9843ba_QuasimodoNZ_SWEN222_Game_Project_tgz-pJ8-Game_World_GameWorldLevelBuilderJ8/src/Client_Server/AGClient.java	!nullgtn
PARAMETER	org.ejml.interfaces.decomposition.CholeskyDecomposition	getT(MatrixType)	T	0	url882f91ec97_WenboCao_Microsoft_Drone_tgz-pJ8-org_ejml_alg_dense_decomposition_qr_StabilityQRDecompositionJ8/src/org/ejml/interfaces/decomposition/CholeskyDecomposition.java	!nullgtn
PARAMETER	search.EventSearch	setLocationId(java.lang.String)	locationId	0	url7507f7ef16_Neuro17_jsongkick_tgz-pJ8-jsongkick_AppJ8/src/search/EventSearch.java	!nullgtn
FIELD	laazotea.indi.server.DevicePropertyBLOBEnableTuple	nan	enable	nan	urld0f681c558_farom57_AstroidDriver_tgz-pJ8-laazotea_indi_server_examples_MinimumINDIServerJ8/src/laazotea/indi/server/DevicePropertyBLOBEnableTuple.java	!nullgtn
PARAMETER	org.jgraph.graph.GraphLayoutCache	augmentNestedMapForValueChange(java.util.Map,java.lang.Object,java.lang.Object)	nested	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/GraphLayoutCache.java	!nullgtn
METHOD	zmq.ZMQ	zmq_recv(zmq.SocketBase,int)	nan	nan	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/zmq/ZMQ.java	!nullgtn
METHOD	com.usps.evs.vo.ConfirmationDetailVO	getPicCode()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ConfirmationDetailVO.java	!nullgtn
METHOD	ar.fiuba.tecnicas.framework.JTest.TestSuite	getNameFather()	nan	nan	url633772aa30_isma3l_Tp2_tgz-pJ8-ar_fiuba_tecnicas_framework_Pruebas_Casos1_MainJ8/src/ar/fiuba/tecnicas/framework/JTest/TestSuite.java	!nullgtn
METHOD	org.json.JSONObject	getNames(org.json.JSONObject)	nan	nan	url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/src/org/json/JSONObject.java	!nullgtn
FIELD	org.msgpack.template.builder.BuildContext	nan	stringBuilder	nan	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/template/builder/BuildContext.java	!annotator
METHOD	de.hrw.mdbt.model.Person	getFirstname()	nan	nan	urlc1c8a2efc1_wydler_mdbt_tgz-pJ8-de_hrw_mdbt_CRSJ8/src/de/hrw/mdbt/model/Person.java	!nullgtn
PARAMETER	com.iconmaster.hppplus.parse.element.operator.ElementAssignment$AssignmentData	AssignmentData(com.iconmaster.hppplus.parse.Element,com.iconmaster.hppplus.parse.Element)	lvalue	0	urle27f76cced_iconmaster5326_HPPPlus_tgz-pJ8-com_iconmaster_hppplus_HPPPlusJ8/src/com/iconmaster/hppplus/parse/element/operator/ElementAssignment.java	!nullgtn
METHOD	com.gmigdos.jawesomechart.renderers.BaseChartRenderer	getBackgroundFill()	nan	nan	url8867e6a4e2_cyberpython_JAwesomeChart_tgz-pJ8-com_gmigdos_jawesomechart_renderers_twodimensional_horizontal_ColumnChartRendererJ8/src/com/gmigdos/jawesomechart/renderers/BaseChartRenderer.java	!nullgtn
PARAMETER	com.googlecode.lanterna.gui.component.AbstractListBox	AbstractListBox(com.googlecode.lanterna.terminal.TerminalSize)	preferredSize	0	url2114d537a2_ForNeVeR_lanterna_tgz-pJ8-com_googlecode_lanterna_test_gui_DifferentKindsOfListBoxesTestJ8/src/com/googlecode/lanterna/gui/component/AbstractListBox.java	!nullgtn
FIELD	com.github.nkzawa.engineio.client.Transport$Options	nan	socket	nan	url6a9f553762_Bresiu_socket_io_tgz-pJ8-MainJ8/src/com/github/nkzawa/engineio/client/Transport.java	!nullgtn
METHOD	org.dclayer.net.network.routing.Nexthops	getNext()	nan	nan	url80e7c3d65d_sblit_dcl_tgz-pJ8-org_dclayer_DCLJ8/src/org/dclayer/net/network/routing/Nexthops.java	!nullgtn
METHOD	com.gesoftware.venta.security.RSA	createPrivateKey(com.gesoftware.venta.security.model.Key)	nan	nan	urlc98c3b97d2_Trimax_venta_tgz-pJ8-com_gesoftware_venta_structures_map_MapTestJ8/src/com/gesoftware/venta/security/RSA.java	!nullgtn
METHOD	Estruturas.Padrao	captura()	nan	nan	url9d1719148e_mrqsdavi_pegmachine_tgz-pJ8-peg_RegexJ8/src/Estruturas/Padrao.java	!nullgtn
PARAMETER	xscript.compiler.scopes.XScope	XScope(xscript.compiler.scopes.XScope,boolean,xscript.compiler.XJumpTarget,xscript.compiler.XJumpTarget,java.util.List,int)	labels	4	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/compiler/scopes/XScope.java	!nullgtn
FIELD	uy.edu.fing.mina.fsa.tffst.StateListNode	nan	prev	nan	url47fcfc0133_baliosian_tau_fst_tgz-pJ8-uy_edu_fing_mina_fsa_test_old_TestComposition1J8/src/uy/edu/fing/mina/fsa/tffst/Tffst.java	!nullgtn
FIELD	com.usps.data.Detail	nan	fastReservationNumber	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/data/Detail.java	!nullgtn
PARAMETER	com.fuzzylite.imex.JavaExporter	toString(com.fuzzylite.norm.Norm)	norm	0	url90b6689baa_adsonrocha_PD321_tgz-pJ8-MyFuzzyLiteClassJ8/src/com/fuzzylite/imex/JavaExporter.java	!nullgtn
FIELD	org.patchca.service.AbstractCaptchaService	nan	filterFactory	nan	url4913e7683c_pusuo_patchca_tgz-pJ8-org_patchca_demo_PatchcaFilterDemoPNGJ8/src/org/patchca/service/AbstractCaptchaService.java	!nullgtn
FIELD	br.odb.open688.app.Station	nan	app	nan	url6f0c51b1b4_TheFakeMontyOnTheRun_open688_tgz-pJ8-br_odb_open688_app_Open688ServerJ8/src/br/odb/open688/app/Station.java	!nullgtn
FIELD	dataStructure.ALNode	nan	prox	nan	url594c007908_hugobraga_College_tgz-pJ8-main_GraphJ8/src/dataStructure/ALNode.java	!nullgtn
PARAMETER	org.json.JSONObject	putOnce(java.lang.String,java.lang.Object)	value	1	url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/src/org/json/JSONObject.java	!nullgtn
METHOD	org.maltparser.core.syntaxgraph.headrules.HeadRule	getDefaultDirection()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/headrules/HeadRule.java	!nullgtn
